date,actual,forecast
2025-11-26,11936.89,12116.533699999996
2025-11-27,11881.6,12116.432799999995
2025-11-28,11902.3,12116.533699999996
2025-11-29,11902.3,12116.533699999996
2025-11-30,11902.3,12116.533699999996
2025-12-01,11940.95,12116.813599999996
2025-12-02,11895.57,12116.837799999996
2025-12-03,11880.93,12116.605399999995
2025-12-04,11912.38,12116.434699999998
2025-12-05,11963.23,12116.533699999996
2025-12-06,11963.23,12116.533699999996
2025-12-07,11963.23,12116.782499999996
2025-12-08,11963.23,12116.533699999996
2025-12-09,11990.09,12116.533699999996
2025-12-10,12003.18,12116.533699999996
2025-12-11,12020.9,12116.533699999996
2025-12-12,12047.45,12116.533699999996
2025-12-13,12047.45,12116.533699999996
2025-12-14,12047.45,12116.533699999996
2025-12-15,12097.93,12116.533699999996
2025-12-16,12130.01,12119.371299999997
2025-12-17,12105.56,12126.329299999998
2025-12-18,12059.78,12126.345499999996
2025-12-19,12021.61,12122.199199999995
2025-12-20,12021.61,12122.787199999999
2025-12-21,12021.61,12121.9463
2025-12-22,11996.14,12125.826399999998
2025-12-23,12010.43,12122.052199999995
2025-12-24,12052.33,12120.142899999995
2025-12-25,12067.6,12120.001999999995
2025-12-26,12078.47,12119.218499999999
2025-12-27,12078.47,12122.447499999998
2025-12-28,12078.47,12120.133199999998
2025-12-29,12057.32,12118.453599999997
2025-12-30,12025.33,12116.038699999997
2025-12-31,12025.33,12118.579699999995
